Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Bahamas, The",BHS,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Bahamas, The",BHS,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,82.02916466,83.34839824,84.69108117,86.04704966,87.40595549,88.75522343,90.08269973,91.37587796,92.62067749,93.80354083,94.91651664,96.065547,96.97014783,97.93931788,98.89765803,99.86622971,100,100,100,100,100,100,100,100,100,100,100
"Bahamas, The",BHS,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,90.79119873,91.3105011,91.8292923,92.34502411,92.85463715,93.35507202,93.84327698,94.316185,94.77072906,95.20387268,95.61405182,96.065547,96.38525391,96.75839996,97.13132477,97.51009369,97.90076447,98.32530212,98.753685,99.18226624,99.56098938,99.82565308,99.95579529,99.99473572,100,100,100
"Bahamas, The",BHS,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.00390625,93.29268646,93.58128357,93.86885834,94.15437317,94.43679047,94.71508789,94.98822784,95.25518799,95.51493835,95.76707458,96.065547,96.25788879,96.50218964,96.74951172,97.00267029,97.26448059,97.53775024,97.82454681,98.13186646,98.4405365,98.75813293,99.08158875,99.39871979,99.6763382,99.87460327,100
"Bahamas, The",BHS,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,4.3429759,4.137246103,4.327688999,4.092933523,3.937550817,3.758468316,3.578945661,2.899915275,3.370853312,3.137042988,3.00075257,2.768690916,2.71018851,2.670320762,2.999904553,3.01412853,2.821683474,2.844703351,2.566425474,2.969592083,2.937502917,3.26212884,3.388623521,4.739870953,4.027368648,4.033472108,
"Bahamas, The",BHS,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bahamas, The",BHS,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Bahamas, The",BHS,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,0,0,0,0,0,0,0,0,0,0,0,71.655,65.537,265.0635,268.3461,270.5385,285.5391,514.05,277.7229,277.7504,276.444,280.9917,278.4185,282.2426,280.9114,310.333,
"Bahamas, The",BHS,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,0,0,0,0,0,0,0,0,0,0,0,0.449767772,0.415960383,1.688629142,1.704699774,1.836391251,2.168172692,3.706604608,2.146393822,1.915094489,1.65566802,1.426272685,1.18468573,0.843903144,1.088802769,1.210512884,
"Bahamas, The",BHS,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,950,1135,1165,1217,1278,1304,1340,1414,1532,1607.4,1704.8,1769.5,1886.2,1995.1,1979.7,2085,2121,2246,2251,2140,1804.6,1753.6,1749.5,1885,1853,2117,
"Bahamas, The",BHS,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,15588.9,17020.6,16783.64,16124.54,15977.1,16004.04,16019.86,12064.5,16508.54,16832.6,16828.3,15931.555,15755.587,15696.9635,15741.54605,14732.07302,13169.57367,13868.48759,12939.04675,14503.22172,16696.82549,19701.12048,23501.46482,33444.90443,25800.02623,25636.48881,
Bahrain,BHR,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,12.48408539,11.04827848,11.39285525,10.63791412,11.3359089,11.04497315,10.60538159,11.59639947,11.62681592,11.04499987,11.07838126,11.10765323,11.11555728,11.12252323,10.43621219,11.22353106,11.29334147,10.91217067,11.13421668,10.54594465,10.44919913,10.23701359,9.79422095,10.13882683,9.922769246,9.785209771,
Bahrain,BHR,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bahrain,BHR,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bahrain,BHR,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bahrain,BHR,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bahrain,BHR,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,7989,7403,9872,11807,11418,11648,12235,12641,13502,13530,13859,14618,15258,15702,16150,19373,21042,21727,22824,22561,23824,24338,24775,25916,27253,28484,
Bahrain,BHR,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,43713.16463,40668.6074,51482.19071,60050.2257,59159.52587,61947.68346,64190.67782,67897.41934,72331.70108,71371.79345,72941.2573,77321.86427,82494.19512,87163.10514,91263.992,107917.9101,114616.2877,120207.7172,126332.5869,125552.3768,140457.5104,141201.5047,140139.1461,170118.0157,184581.9444,191733.4593,
Bangladesh,BGD,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,7.24,7.78,8.16,8.73,9.2,9.74,10.36,10.92,11.59,12.2,12.9,13.63,14.33,15.06,15.96,16.68,17.72
Bangladesh,BGD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,4.57,,1.753809096,10.4,6.760986904,9.258692186,15.1,14.22777995,16.69140563,20.5,21.49087852,23.73337934,25.97964606,30.4,31.19,38.84531839,36.6,37.565392,40.00246009,42.49,49.3,47.57029154,54.2,51.4,55.53002068,68.85
Bangladesh,BGD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,8.544374466,14.29,13.44425011,15.89087391,17.8,20.76270866,23.18179893,22.4,27.97103691,30.33506584,32,34.998806,37.30912399,39.61315918,40.6,44.23,50.52510246,46.5,51.24977493,53.63285446,55.26,59.6,60.87821579,61.5,62.4,68.2046814,75.92
Bangladesh,BGD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,65.98397827,58.06059522,68.11695862,69.1823349,75.2,71.30587006,72.36196899,79.5,74.45767212,75.49521637,81.2,77.54967499,78.57157898,79.59368134,76.6,82.61,77.79913503,82.1,84.80504608,85.88214111,90.1,90.2,89.17055511,88,90.7,92.50717926,94.01
Bangladesh,BGD,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,3.899469758,3.714224405,3.718039578,3.748966664,3.768983431,3.900833411,3.754144189,3.753244071,3.72007096,3.601241246,3.5389381,3.684130513,3.632886922,3.654838129,3.537152982,3.447571281,3.462797908,3.37923653,3.345618172,3.350706506,3.437324786,3.34942384,3.299577589,3.178493909,3.129437284,3.139805024,
Bangladesh,BGD,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,884,838,796,608,847,372,739,719,865,833,749,993,749,749,749,749,749,749,950,417,729,872,777,1034,737,724,
Bangladesh,BGD,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,11.43300569,10.13301088,8.949853834,6.604388442,8.656991006,3.442531927,6.440648423,6.063417102,6.714795839,5.764705882,4.749223258,5.709521619,4.012858291,3.799715909,3.034477171,2.832079253,2.536317768,2.415739397,2.776316559,1.121661242,1.787202746,1.974950739,1.600016474,1.946536145,1.319724237,1.226889902,
Bangladesh,BGD,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,285257.2,285111.2,289650.4,291504,298184.8,298192.5,288364.5,298032.2,302920.9,309370.9,315192.1,321889,327062.6,332724.3,338086.9,343097.5,347680.4,351916.4,356329.3,358705.3,363747.3,368449.7,372529.9,377762.7,381507.4,386058.6,
Bangladesh,BGD,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,71.6649713,73.15966732,71.66070373,70.55712302,68.97990719,63.80280917,62.1240766,59.97285612,60.23397129,60.53439575,59.00848427,55.79384213,54.32211192,52.63786238,52.12359365,50.7759641,48.90239769,47.48291615,45.58141547,43.68911699,41.05084179,39.43785524,38.61267863,38.76048127,37.63448349,34.74706901,
Bangladesh,BGD,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,7732,8270,8894,9206,9784,10806,11474,11858,12882,14450,15771,17392,18665,19712,24683,26447,29531,31005,34218,37177,40790,44153,48562,53120,55845,59011,
Bangladesh,BGD,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,398042.7185,389710.9028,404196.9796,413146.0971,432277.7634,467365.7851,464175.1086,496945.1503,502907.0698,511066.3056,534147.0873,576925.6744,602080.0526,632100.7065,648625.4618,675708.4894,710968.0024,741143.1911,781742.5069,821040.3979,886089.7465,934253.8982,964786.4722,974607.8676,1013717.646,1111053.712,
Barbados,BRB,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,97.4,97.66,97.91,98.16,98.35,98.49,98.65,98.8,98.92,99.01,99.08,99.17,99.24,99.3,99.36,99.41,99.44
Barbados,BRB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,4.645774512,5.287688108,4.51240196,5.31615887,3.658723426,3.89279356,3.807532035,3.7086796,4.159431319,4.4807475,4.206977855,4.375941609,4.249839702,4.269242415,4.327609866,4.324925453,4.172277376,4.105815187,4.87143963,5.129654304,4.738612744,4.683021406,4.560375586,4.470882929,3.877799352,3.78336014,
Barbados,BRB,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barbados,BRB,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Barbados,BRB,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,1805.187,1720.412,1428.496,1249.62,1328.107,1428.338,1534.162,1611.28,1216.83,1379.387,1518.407,1324.106,1200.298,1071.057,1098.837,1138.784,1160.475,1165.475,1141.304,1233.936,1185.736,565.2721,512.6778,391.6627,367.2428,315.0794,
Barbados,BRB,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,18.94217652,18.48372623,16.98044176,15.11609015,15.11254959,16.03426018,16.80691101,16.40233393,12.13985672,12.81090636,13.62129553,12.28920655,11.06937967,9.947794351,9.929891519,9.907093465,9.903067874,9.710463916,8.628636507,9.380154784,9.031334484,4.584401714,4.132185058,3.400369191,3.156616954,2.786358206,
Barbados,BRB,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,468,531,541,551,577,616,650,678,747,802,787,827,859,870.9,895.29,992.79,1020.36,1049.23,1053.66,1068.34,1027.67,1049,1128.52,1015.84,1009.58,1029.29,
Barbados,BRB,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,9529.98721,9307.711975,8412.59621,8266.82024,8788.106815,8908.038065,9128.16162,9823.48004,10023.42967,10767.28657,11147.30238,10774.54427,10843.40799,10766.77867,11065.95171,11494.63265,11718.33834,12002.2587,13226.93335,13154.75094,13129.13393,12330.33524,12406.94192,11518.24046,11634.06284,11307.92873,
Belarus,BLR,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,93.69,94.36,94.84,95.32,95.7,96.13,96.43,96.75,96.93,97.19,97.43,97.57,97.69,97.85,97.91,98.01,98.18
Belarus,BLR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,23.12784454,22.80707626,21.05220292,19.4039932,18.6608029,19.26698573,19.24661914,17.23318644,15.57329503,14.66597105,14.08769458,13.50905891,13.11045019,12.60871198,11.70003338,10.68391185,10.33864288,9.32464601,8.473414519,8.02913469,7.732634899,7.811359369,7.980433311,7.061407831,6.832916452,6.470068165,
Belarus,BLR,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,20,18,17,19,19,20,16,21,28,19,27,30,29,28,34,37,38,50,73,105,130,138,171,266,251,278,
Belarus,BLR,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0.050599605,0.046469601,0.045218779,0.056939075,0.060515336,0.080263264,0.067430883,0.080592547,0.119189511,0.07165485,0.103444312,0.11969836,0.109615966,0.10515642,0.108939442,0.119505184,0.119455534,0.157089447,0.20828578,0.345667632,0.37254621,0.428571429,0.555212832,0.844256832,0.722614078,0.815679831,
Belarus,BLR,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,8598.692,9289.49,9975.961,10678.45,14420.04,16428.01,21278.5,23420.78,25280.06,26677.82,31298.13,34875.1,35940.21,35587.57,36169.82,40622.09,44730.01,44995.27,45090.91,45526.67,50056.72,52505.01,53332.43,51743.51,47255.94,44549.43,
Belarus,BLR,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,0.817357745,0.898691698,1.047870378,1.251142467,2.070323489,2.527815888,3.101309874,3.393372875,3.640444439,3.975864008,4.982605158,5.52647284,5.762729128,5.597988627,5.655517318,6.153239941,6.488678526,6.622275694,6.487347262,6.778641202,7.016370184,7.378483424,7.249393996,7.009208669,6.634180601,6.770869532,
Belarus,BLR,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,39526,38735,37595,33369,31397,24918,23728,26057,23492,26516,26101,25063,26456,26627,31210,30961,31811,31829,35048,30376,34895,32200,30799,31507,34735,34082,
Belarus,BLR,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,1052010.83,1033668.166,952022.4262,853495.9272,696511.4425,649889.4986,686113.3154,690191.761,694422.3549,670994.2782,628147.9067,631055.3044,623666.4816,635720.6556,639549.2749,660173.996,689354.6941,679453.2889,695059.2928,671619.4093,713427.5799,711596.2317,735681.2174,738221.8514,712310.123,657957.2947,
Belgium,BEL,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,6.621931887,6.793097133,6.764406205,6.668569831,6.855338697,6.81512238,7.06435019,6.812058023,6.790972163,6.583584835,6.432430662,6.362949995,6.008336417,6.208527992,6.019947749,5.889367817,5.695156695,5.413183527,5.535094703,5.440103234,5.698716746,5.213626749,4.983873047,5.164315523,4.782440467,4.741274111,
Belgium,BEL,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,555,536,617,507,600,668,561,588,759,850,1044,1075,1138,1192,1497,2106,2952,3486,4418,5439,6494,8377,10458,11675,12213,14466,
Belgium,BEL,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0.789563535,0.752957042,0.864024646,0.723582805,0.841031104,0.908645737,0.746626208,0.755191945,0.924763935,1.019600317,1.261280852,1.36737134,1.405997109,1.426502794,1.774684955,2.457151524,3.499786598,3.982725528,5.285763852,6.056388215,6.920806113,9.410879188,12.81287904,14.20938611,17.0806411,20.80002301,
Belgium,BEL,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,15414.34,15609.84,15441.87,12258.15,12436.31,16903.56,17011.41,16254.97,18641.07,20062.39,21034.1,23794.97,23888.6,27761.44,29827.22,35251.88,40459.49,46372.26,56267.56,66733.06,86011.18,89948.52,106269.8,116093.9,120885.3,128345.2,
Belgium,BEL,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,1.269461495,1.215081737,1.194333201,0.956473288,0.939572924,1.26038954,1.184407099,1.148478311,1.291956464,1.400650838,1.447083486,1.584987781,1.685710341,1.891079819,2.02423789,2.466935523,2.826623887,3.329081249,3.911750297,4.833459354,5.837391476,6.632065148,7.758729066,8.129434523,9.073995098,9.201640531,
Belgium,BEL,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,70292,71186,71410,70068,71341,73516,75138,77861,82075,83366,82773,78618,80939,83561,84353,85709,84348,87528,83583,89806,93833,89014,81621,82183,71455,69548,
Belgium,BEL,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,1214242.422,1284674.069,1292928.136,1281598.781,1323613.068,1341137.757,1436280.651,1415348.452,1442855.895,1432361.974,1453551.243,1501271.51,1417123.655,1468020.531,1473503.69,1428974.518,1431371.545,1392944.676,1438424.126,1380648.002,1473452.318,1356267.135,1369680.512,1428068.578,1332216.942,1394807.802,
Belize,BLZ,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,78.18,78.87,79.42,80.01,80.57,80.98,81.47,82.07,82.48,82.82,83.31,83.78,84.17,84.54,84.84,85.18,85.43
Belize,BLZ,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,78.70014522,79.22228675,79.66883606,80.11170906,80.54558997,80.96530245,81.3664539,81.74357606,82.09245568,82.40719622,82.69838489,83.03509274,83.34616074,83.64152243,83.92995264,84.22001323,82.78301887,84.84236737,85.1897795,85.56119701,83.03992065,87.22271517,86.76628358,87.18143458,87.59755373,87.5,88.42008657
Belize,BLZ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,87.96473694,88.18964386,88.41403961,88.63538361,88.8506012,89.05664825,89.25045776,89.42897034,89.58912659,89.72786713,89.84365845,89.94104004,90.02607727,90.10482788,90.18335724,90.26773071,90.98853086,90.47825623,90.61502075,90.77281189,89.91722437,91.68173599,91.3423233,91.55418396,91.77205658,91.8,92.21431732
Belize,BLZ,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.21883392,98.17836761,98.13773346,98.09606171,98.05233002,98.00550842,97.95456696,97.89846802,97.83618927,97.76669312,97.68959045,97.60706329,97.52191925,97.4369812,97.35506439,97.27897644,98.0671414,97.15558624,97.11313629,97.08319092,96.99964251,96.31336406,97.05047607,97.05266571,97.0584259,96.9,97.07382202
Belize,BLZ,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,8.555063667,8.544715692,7.44209268,7.418592053,7.375249592,7.581266822,6.801713794,7.740965159,7.153229944,6.443703022,6.362329764,6.383573171,5.962462211,5.33489759,5.083488943,4.884491878,5.124873401,5.050241209,4.594280816,5.355450921,5.056885358,5.445119933,4.694368437,4.848994519,4.529278834,5.106705462,
Belize,BLZ,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,0,0,0,0,0,40,61,69,66,76,96,96,94,68,63.85,68.957,179.5,179.177,206.545,187.591389,262.985,244.446111,208.460556,207.07,204.881389,188.6302778,
Belize,BLZ,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,27.02702703,40.13157895,41.31736527,41.50943396,45.50898204,70.0729927,69.0647482,67.14285714,40.96385542,43.07814788,44.14180275,84.77177737,82.2754469,94.74758595,79.29142145,63.38095209,62.94159847,49.19400582,55.81301319,50.70547537,45.23993047,
Belize,BLZ,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,2335.027,2388.829,2319.147,2365.41,2281.057,2476.001,2689.063,2740.486,2447.892,2508.444,2907.992,2603.656,2703.131,2482.17,2540.877,2583.066,3581.547,3109.843,3141.13,2937.483,3558.571,3686.776,3870.41,3682.176,3977.663,4279.87,
Belize,BLZ,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,38.01163269,32.44136066,36.28913576,35.5951813,34.08094643,34.92029263,42.68214743,36.65767999,35.32468636,35.03215104,34.55258952,29.6083937,31.19301381,30.17495297,32.01770938,31.01284057,36.80160928,32.31068833,34.06292214,26.61718863,33.7103437,31.02376044,37.11449396,34.6588617,36.90616801,35.0236296,
Belize,BLZ,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,108,125,140,157,144,148,152,167,159,167,137,139,140,166,148.219,156.217,211.745,217.777,217.995,236.584722,414.9275,388.369722,423.751944,371.006667,404.0616669,416.9552778,
Belize,BLZ,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,6142.9274,7363.529,6390.7474,6645.3096,6693.0565,7090.436,6300.2055,7475.885,6929.6921,7160.4053,8416.133322,8793.641514,8665.82183,8225.928314,7935.848782,8329.020987,9732.039088,9624.811976,9221.551772,11036.0378,10556.31776,11883.71734,10428.29791,10624.05347,10777.77297,12219.94993,
Benin,BEN,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,1.83,2.06,2.28,2.58,2.89,3.24,3.49,3.91,4.19,4.46,4.78,4.99,5.34,5.58,5.85,6.06,6.44
Benin,BEN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,0.254705986,2,2.287615284,3.259289859,4.193782103,5.088340299,5.5,6.785776875,7.597137468,8.391284459,9.176482515,8.5,10.75077684,11.55272836,12.36557626,13.9,12.4,14.5,15.62903588,13.7,17.2087338,17.96980021
Benin,BEN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,7.311272144,8.683940887,10.05609989,11.42519951,12.78818035,14.14198494,14.5,16.80982399,18.11774254,19.40424538,20.66779709,21.9,23.14573288,24.37224388,25.59853554,26.8306675,27.9,29.33671188,30.62123871,31.92679214,34.2,36.9,38.4,37.29920578,34.1,40.03347778,41.40261459
Benin,BEN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,30.23664093,31.79851151,33.36021042,34.92087555,36.47948074,38.03499603,34.4,41.13262558,42.6726799,44.20552063,45.73075485,49.6,48.7677536,50.28515244,51.8055687,53.33181763,56.6,56.41309357,57.9729805,59.54536819,65.4,67,68.6,65.92418671,55.8,69.14216614,70.75234985
Benin,BEN,Energy intensity level of primary energy (MJ/2011 USD PPP),6.1_PRIMARY.ENERGY.INTENSITY,9.551849739,9.304420965,9.260149538,8.955188148,8.968659679,8.642973366,9.647198512,9.466275219,8.982026692,8.894573168,7.254961503,7.325107099,7.50897607,7.655789775,7.653724135,7.551457437,8.572005956,8.793371797,8.569375631,8.78718414,9.142017246,9.12302419,9.031233378,8.831967482,8.615622669,9.07481537,
Benin,BEN,Renewable electricity output (GWh),4.1.2_REN.ELECTRICITY.OUTPUT,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,4,3,3,1,1,0,0,0,0,19,
Benin,BEN,Renewable electricity share of total electricity output (%),4.1_SHARE.RE.IN.ELECTRICITY,0,0,0,0,0,0,0,3.389830508,2.53164557,2.777777778,2.380952381,3.03030303,3.174603175,2.5,1.234567901,0.934579439,2.597402597,1.363636364,1.310043668,0.78125,0.869565217,0,0,0,0,5.555555556,
Benin,BEN,Renewable energy consumption (TJ),3.1_RE.CONSUMPTION,56338.84,57757.79,59134.95,60554.86,61947.85,63101.65,69439.46,68934.64,67230.9,64314.84,48891.02,50329.68,51856.94,53036.49,54503.54,56052.02,62002.01,63858.71,65623.18,67368.17,61005.93,62604.38,64488.15,72052.86,74183.77,76473.18,
Benin,BEN,Renewable energy share of TFEC (%),2.1_SHARE.TOTAL.RE.IN.TFEC,93.70324086,94.96484833,94.85183513,94.98880117,94.97503519,94.77198722,84.14596757,80.62643185,79.56843189,76.9054247,70.28899198,66.85370117,64.03772072,61.73019321,60.69054957,59.19080917,57.302921,54.48609571,54.75762224,52.82784348,48.1172541,49.4518136,51.14601561,52.71099969,52.53798821,50.86261794,
Benin,BEN,Total electricity output (GWh),4.1.1_TOTAL.ELECTRICITY.OUTPUT,21,23,25,26,52,33,47,59,79,72,84,66,63,80,81,107,154,220,229,128,150,155,162,173,184,342,
Benin,BEN,Total final energy consumption (TFEC) (TJ),1.1_TOTAL.FINAL.ENERGY.CONSUM,60124.75074,60820.17822,62344.55023,63749.47284,65225.40358,66582.59666,82522.62349,85498.81027,84494.43882,83628.48298,69557.15059,75283.31135,80978.74099,85916.61104,89805.64583,94697.168,108200.4354,117201.846,119843.0051,127523.9827,126785.9755,126596.7321,126086.3612,136694.1633,141200.2487,150352.426,
Bermuda,BMU,Access to Clean Fuels and Technologies for cooking (% of total population),2.1_ACCESS.CFT.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
